,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,one day minutes,percentage of minutes,one day charge,percentage of charge,one day calls,percentage of calls
2963,ID,113,415,336-9053,no,yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False,613.8000000000001,0.03111494773139943,60.550000000000004,0.03055827058457846,284,0.027924666329735247
2964,OR,99,408,353-3372,no,no,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,True,712.4999999999999,0.03611827999123833,74.47,0.037583392410133074,225,0.022123415226022642
2965,WI,103,415,386-8943,no,no,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False,467.99999999999994,0.023724007067929178,49.38,0.024921014062204528,356,0.03500415920206249
2966,WV,177,408,376-9716,no,no,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,False,614.6,0.031155501589635204,64.39999999999999,0.032501282009031414,289,0.028416297779202418
2967,SC,149,415,370-8676,no,yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False,584.7,0.029639801138073064,58.16,0.029352089466541414,342,0.03362759114355442
2968,CT,160,415,360-2329,no,no,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,True,738.9,0.03745655731301896,76.57000000000001,0.038643216823471056,373,0.03667570613025087
2969,NV,116,408,360-1320,no,no,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False,518.4,0.02627890013678309,47.50000000000001,0.023972218873121003,254,0.024974877632932227
2970,ND,90,415,329-8638,no,yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,False,584.8,0.02964487037035253,52.589999999999996,0.02654103137973544,304,0.029891192127603924
2971,MI,148,415,385-1118,yes,no,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,True,553.1,0.028037923737759894,63.74000000000001,0.03216819433626806,251,0.02467989876325193
2972,MT,147,415,408-8269,no,yes,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,True,560.6,0.028418116158720298,57.8,0.029170405281397763,327,0.03215269679515291
2973,NE,95,510,391-2334,no,no,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False,481.2,0.02439314572881949,39.35,0.019859090792785503,324,0.0318577179254726
2974,UT,201,510,373-8900,no,no,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,False,640.0,0.032443086588621106,65.97,0.03329362692757458,267,0.02625311940154687
2975,WV,80,415,382-3512,no,no,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,False,530.3,0.026882138778040264,50.730000000000004,0.02560232975649323,302,0.029694539547817058
2976,AR,122,415,420-4089,yes,no,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,False,612.5,0.031049047711766288,57.19,0.028862551523237683,312,0.030677802446751397
2977,MT,132,408,406-8465,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,False,575.1,0.029153154839243745,57.730000000000004,0.02913507780095317,314,0.030874455026538263
2978,UT,83,510,386-6114,no,no,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,False,684.6,0.03470396418526563,68.44,0.03454018230897687,276,0.027138056010587774
2979,HI,99,408,413-9328,no,no,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,True,561.9,0.028484016178353434,52.56,0.02652589103097347,308,0.03028449728717766
2980,KS,84,415,335-7144,no,no,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,True,717.1999999999999,0.03635653390837352,74.75,0.03772470233191147,302,0.029694539547817058
2981,NY,46,415,414-5177,no,no,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,False,493.9,0.02503693822831244,46.37,0.023401932403086755,233,0.022910025545170114
2982,OH,87,510,350-5993,no,no,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,False,660.1,0.03346200227679499,59.839999999999996,0.0301999489972118,380,0.03736399015950491
2983,HI,150,415,370-1465,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False,656.9,0.033299786843851875,65.78,0.03319773805208209,309,0.030382823577071096
2984,KS,73,408,385-2370,no,no,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,False,473.1,0.02398253791418226,54.76,0.027636183273518022,264,0.025958140531866566
2985,IN,7,415,358-9146,no,no,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,False,657.3,0.03332006377296976,69.13,0.034888410330502204,252,0.02477822505314536
2986,OR,89,415,357-8515,no,yes,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,False,551.7,0.027966954485847288,56.75,0.028640493074728775,347,0.03411922259302159
2987,NY,131,408,406-8995,yes,no,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,True,402.7,0.020413798389433933,41.25,0.020817979547710343,275,0.027039729720694343
2988,VA,105,415,344-3145,no,no,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,False,668.9,0.03390809471738852,72.22,0.03644786625298523,234,0.02300835183506355
2989,MI,108,408,341-9890,yes,no,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True,476.3,0.024144753347125365,47.379999999999995,0.023911657478073115,272,0.026744750851014038
2990,ID,47,415,365-4387,no,yes,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,False,522.5999999999999,0.026491807892520914,52.50000000000001,0.02649561033344953,318,0.031267760186112
2991,MO,101,415,375-3341,yes,no,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False,501.40000000000003,0.025417130649272847,48.97,0.02471409596245759,344,0.03382424372334128
2992,AL,182,415,418-3096,no,yes,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,False,474.1,0.024033230236976975,45.690000000000005,0.023058751164482076,332,0.032644328244620074
2993,OR,161,408,378-3879,no,no,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,False,573.5999999999999,0.029077116355051662,60.010000000000005,0.030285744306862976,234,0.02300835183506355
2994,VT,128,408,344-1362,no,no,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True,727.5,0.036878664833159144,74.57000000000001,0.03763386023933965,290,0.02851462406909585
2995,AZ,69,415,419-3937,no,yes,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,False,552.7,0.028017646808642008,59.870000000000005,0.030215089345973778,284,0.027924666329735247
2996,VA,113,408,348-4961,no,yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False,360.8,0.01828979006433515,30.209999999999997,0.015246331203304955,266,0.026154793111653436
2997,PA,87,408,329-1410,no,yes,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,False,641.2,0.03250391737597477,72.1,0.03638730485793735,334,0.032840980824406944
2998,CO,71,415,332-9896,no,no,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,False,702.0,0.03558601060189377,70.85999999999999,0.035761503775775874,299,0.029399560678136757
2999,KY,76,415,407-8575,no,no,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,False,679.0000000000001,0.03442008717761521,67.21000000000001,0.03391942800973606,269,0.02644977198133374
3000,NJ,87,510,387-2799,no,no,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,False,654.5,0.03317812526914455,65.72,0.03316745735455815,282,0.027728013749948377
3001,IL,117,408,373-9108,no,no,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,False,507.3,0.025716215353761698,47.8,0.024123622360740712,290,0.02851462406909585
3002,WA,177,415,345-3947,no,no,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,True,724.9,0.03674686479389287,76.89,0.03880471387693208,236,0.023205004414850416
3003,WV,95,415,356-7511,no,no,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,False,532.6999999999999,0.027003800352747596,48.98,0.024719142745378245,282,0.027728013749948377
3004,RI,76,415,343-4516,no,no,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False,536.1,0.027176154250249645,59.44,0.029998077680385524,256,0.025171530212719097
3005,OH,66,415,408-6305,no,no,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,False,632.6,0.032067963399940176,62.33,0.03145659794445541,320,0.03146441276589887
3006,MO,110,415,338-7305,no,no,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,False,552.4,0.028002439111803588,55.28,0.027898615985392186,374,0.036774032420144306
3007,MD,204,510,401-3077,no,no,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False,565.5,0.02866650854041443,60.46000000000001,0.030512849538292544,322,0.03166106534568573
3008,OH,32,415,401-6977,no,yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,False,636.1,0.0322453865297217,68.0,0.03431812386046796,321,0.03156273905579231
3009,VA,133,408,385-1464,no,yes,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,False,629.1000000000001,0.031890540270158654,69.95,0.035302246529996084,272,0.026744750851014038
3010,FL,185,408,417-5034,no,no,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,False,467.6,0.023703730138811295,42.26,0.021327704622696706,293,0.028809602938776154
3011,CO,103,415,420-7066,no,yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False,650.6999999999999,0.03298549444252461,60.529999999999994,0.030548177018737136,299,0.029399560678136757
3012,NY,91,510,394-8256,no,no,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,False,517.1999999999999,0.026218069349429426,47.09,0.023765300773374066,292,0.028711276648882716
3013,WV,131,415,362-5044,no,no,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,False,636.8000000000001,0.032280871155678,61.76,0.031168931317977957,314,0.030874455026538263
3014,LA,153,510,350-2075,no,no,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,False,532.8,0.027008869585027066,53.230000000000004,0.026864025486657495,382,0.03756064273929178
3015,MA,132,415,343-5372,no,yes,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,False,619.3,0.031393755506770385,54.410000000000004,0.027459545871295024,297,0.02920290809834989
3016,UT,148,510,377-9520,no,no,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False,614.0,0.031125086195958374,62.33,0.03145659794445541,357,0.03510248549195592
3017,AL,141,408,391-6773,no,no,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,False,694.4,0.035200748948653895,72.32000000000001,0.03649833408219181,277,0.02723638230048121
3018,ME,105,415,403-4442,no,no,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,False,536.3000000000001,0.027186292714808595,52.050000000000004,0.026268505102019963,349,0.03431587517280846
3019,TX,169,408,379-5885,no,no,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,True,726.3999999999999,0.03682290327808495,75.47000000000001,0.03808807070219878,307,0.03018617099728423
3020,ND,127,415,399-1021,no,yes,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,False,564.8,0.028631023914458122,59.02,0.029786112797717926,251,0.02467989876325193
3021,CO,57,415,342-4004,no,no,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False,521.4,0.026430977105167255,44.23,0.022321920858066144,314,0.030874455026538263
3022,LA,123,415,382-7659,no,yes,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,False,484.69999999999993,0.024570568858601014,45.38,0.022902300893941706,252,0.02477822505314536
3023,MT,103,510,342-1004,no,yes,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,True,420.1,0.021295844806062073,44.18,0.02229668694346286,261,0.025663161662186268
3024,OR,101,415,398-5851,no,no,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,False,383.0,0.019415159630377942,42.63999999999999,0.02151948237368167,252,0.02477822505314536
3025,NH,123,415,396-4869,no,yes,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,False,414.00000000000006,0.02098662163701428,50.04,0.025254101734967893,285,0.028022992619628682
3026,NE,78,510,422-8333,no,yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,False,659.4,0.03342651765083868,66.08,0.0333491415397018,295,0.02900625551856302
3027,WV,101,415,367-9127,no,yes,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4,False,718.5,0.03642243392800666,73.42,0.037053480203464086,285,0.028022992619628682
3028,NV,129,415,420-3028,no,no,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,False,656.0999999999999,0.033259232985616095,60.38,0.030472475274927288,328,0.03225102308504634
3029,MA,67,415,357-6348,no,yes,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,False,584.2,0.029614454976675704,56.879999999999995,0.028706101252697312,347,0.03411922259302159
3030,MI,37,415,386-1131,no,no,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,False,589.3,0.02987298582292877,60.29,0.03042705422864137,332,0.032644328244620074
3031,KY,64,415,349-8391,yes,no,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False,546.1,0.02768307747819685,51.67,0.02607672735103499,246,0.024188267313784755
3032,WV,173,510,421-1484,no,no,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,False,385.8,0.019557098134203157,36.85,0.01859739506262124,327,0.03215269679515291
3033,KY,135,510,414-2663,no,no,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,False,618.9,0.0313734785776525,58.910000000000004,0.0297305981855907,268,0.026351445691440302
3034,NJ,75,415,327-6989,no,yes,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,False,535.4000000000001,0.027140669624293345,64.55,0.03257698375284127,300,0.029497886968030188
3035,ME,88,415,405-5513,no,no,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,True,509.5,0.02582773846391008,45.12,0.02277108453800462,260,0.02556483537229283
3036,TX,112,415,345-9168,no,no,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,False,598.3,0.030329216728081254,64.28,0.03244072061398354,318,0.031267760186112
3037,MN,113,408,417-5146,no,no,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,False,656.0,0.03325416375333663,60.56,0.030563317367499114,347,0.03411922259302159
3038,VA,121,510,339-2792,no,yes,28,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,False,495.2,0.02510283824794558,43.13999999999999,0.02177182151971452,260,0.02556483537229283
3039,DC,70,415,345-8397,no,no,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False,498.7,0.025280261377727098,51.260000000000005,0.025869809251288057,324,0.0318577179254726
3040,MD,90,415,344-6404,no,no,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,False,647.7,0.03283341747414045,57.59,0.029064422840063973,327,0.03215269679515291
3041,RI,39,408,417-9455,no,no,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,False,505.59999999999997,0.02563003840501067,43.87,0.02214023667292249,305,0.029989518417497363
3042,MA,142,408,343-1009,no,no,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False,551.0,0.027931469859890982,61.27,0.03092163895486576,350,0.03441420146270189
3043,MD,176,408,365-3493,no,no,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1,False,530.0,0.02686693108120185,57.3,0.028918066135364913,260,0.02556483537229283
3044,NM,105,408,376-7043,no,no,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,False,610.1,0.030927386137058966,56.669999999999995,0.028600118811363515,280,0.02753136117016151
3045,MN,57,415,348-5728,no,no,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,True,686.3,0.034790141134016656,76.34,0.03852714081629594,266,0.026154793111653436
3046,MI,110,510,357-5784,no,no,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1,False,401.7,0.020363106066639214,34.1,0.01720952975944055,251,0.02467989876325193
3047,AZ,88,415,417-9844,no,no,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,False,468.6000000000001,0.023754422461606018,53.31,0.02690439975002275,283,0.027826340039841815
3048,AL,95,408,333-7225,no,no,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,False,542.8,0.027515792812974272,57.63,0.029084609971746597,315,0.0309727813164317
3049,MI,147,415,382-4943,no,no,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,False,558.9,0.028331939209969268,53.31,0.02690439975002275,302,0.029694539547817058
3050,SC,101,415,345-4589,no,no,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4,True,579.5999999999999,0.029381270291819986,56.449999999999996,0.02848908958710906,338,0.03323428598398068
3051,MS,115,415,404-6337,no,no,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,False,623.9,0.0316269401916261,61.85,0.03121435236426387,303,0.029792865837710493
3052,MS,103,415,412-1470,no,no,0,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,12.9,2,3.48,2,False,578.0,0.029300162575348433,53.19,0.026843838354974864,320,0.03146441276589887
3053,CA,82,415,394-9220,no,no,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0,False,654.1,0.03315784834002666,63.66000000000001,0.0321278200729028,359,0.03529913807174279
3054,MD,141,415,364-5362,no,no,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,False,579.4,0.02937113182726104,60.59,0.030578457716261085,337,0.033135959694087246
3055,ND,149,408,372-9852,no,no,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,False,570.7,0.02893010861894698,57.69,0.029114890669270536,311,0.030579476156857965
3056,IL,131,510,394-9984,no,no,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False,644.5,0.03267120204119734,70.41,0.03553439854434631,300,0.029497886968030188
3057,SD,119,510,402-1668,no,no,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,False,569.3,0.028859139367034367,49.6,0.025032043286458982,290,0.02851462406909585
3058,AL,112,510,339-5659,no,no,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,False,583.5,0.029578970350719398,60.30000000000001,0.030432101011562032,296,0.029104581808456452
3059,NV,116,510,341-7279,no,yes,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,False,502.7,0.025483030668905983,46.71999999999999,0.023578569805309747,313,0.030776128736644832
3060,LA,94,415,371-3236,no,no,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,False,762.1,0.038632619201856476,70.28,0.03546879036637777,287,0.02821964519941555
3061,VA,90,408,343-5679,no,no,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,False,703.6999999999999,0.035672187550644795,69.69,0.035171030174059,326,0.03205437050525947
3062,DE,114,415,347-4626,no,yes,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0,False,567.6,0.02877296241828334,63.54,0.03206725867785491,308,0.03028449728717766
3063,CT,63,408,344-8498,no,yes,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,False,460.3,0.023333676182409835,51.86999999999999,0.026177663009448127,325,0.03195604421536604
3064,CO,130,408,349-3005,no,no,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True,727.8000000000001,0.03689387252999757,78.17,0.03945070209077618,350,0.03441420146270189
3065,MA,122,408,371-3498,no,yes,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,False,640.0,0.032443086588621106,65.85,0.03323306553252669,277,0.02723638230048121
3066,OR,166,510,367-4853,no,no,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False,617.9000000000001,0.031322786254857786,62.949999999999996,0.031769498485536146,307,0.03018617099728423
3067,WA,62,415,422-3454,no,no,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0,False,501.6,0.02542726911383179,44.29,0.022352201555590086,319,0.03136608647600544
3068,SC,78,415,403-8915,no,yes,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2,False,517.2,0.02621806934942943,54.410000000000004,0.027459545871295024,257,0.02526985650261253
3069,IN,148,415,371-2418,no,yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,False,547.4,0.027748977497829987,53.11000000000001,0.026803464091609615,309,0.030382823577071096
3070,MD,154,510,411-2977,no,no,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3,True,558.7,0.028321800745410332,55.730000000000004,0.02812572121682176,300,0.029497886968030188
3071,NV,110,408,389-8163,no,yes,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,False,464.20000000000005,0.023531376241309247,51.510000000000005,0.025995978824304482,342,0.03362759114355442
3072,TX,75,415,417-4456,no,no,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0,True,737.0,0.03736024189970899,80.74,0.04074772530138504,342,0.03362759114355442
3073,ND,84,408,351-1894,no,yes,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2,False,614.4,0.03114536312507626,59.59,0.030073779424195382,304,0.029891192127603924
3074,WV,113,510,386-6408,no,no,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1,False,401.0,0.02032762144068291,36.760000000000005,0.018551974016335328,321,0.03156273905579231
3075,CO,181,510,370-9592,no,yes,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,False,618.5,0.03135320164853461,56.050000000000004,0.028287218270282785,240,0.023598309574424152
3076,TX,51,415,397-9251,no,no,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2,False,495.9,0.025138322873901883,52.52,0.02650570389929084,290,0.02851462406909585
3077,FL,102,408,395-6913,no,yes,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,False,823.5,0.04174512782145231,79.69,0.04021781309471605,307,0.03018617099728423
3078,AL,107,408,332-3804,no,no,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,False,412.4,0.020905513920542722,36.7,0.018521693318811386,270,0.026548098271227172
3079,WV,88,510,421-1326,no,no,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,True,498.4,0.02526505368088868,47.64,0.0240428738340102,312,0.030677802446751397
3080,MI,82,415,415-8200,no,no,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,False,508.3,0.02576690767655642,53.22,0.026858978703736835,319,0.03136608647600544
3081,NY,204,415,371-9414,no,no,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,False,610.6999999999999,0.03095780153073579,60.760000000000005,0.030664253025912257,279,0.02743303488026808
3082,MS,130,510,347-3895,no,no,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False,540.3000000000001,0.027389062005987477,60.19,0.030376586399434802,285,0.028022992619628682
3083,MO,174,510,342-5854,no,no,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,False,707.0,0.03583947221586738,69.77,0.03521140443742426,387,0.03805227418875894
3084,AR,129,415,379-7192,no,no,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,False,611.5,0.030998355388971572,60.150000000000006,0.030356399267752174,338,0.03323428598398068
3085,MS,190,415,394-5753,yes,no,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,False,588.0999999999999,0.02981215503557511,51.620000000000005,0.02605149343643171,267,0.02625311940154687
3086,NY,54,510,390-6932,yes,no,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,False,560.6000000000001,0.028418116158720304,63.39000000000001,0.03199155693404506,327,0.03215269679515291
3087,SD,78,408,394-3171,no,no,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,False,717.7,0.03638188006977089,66.00999999999999,0.0333138140592572,298,0.029301234388243322
3088,AK,100,415,394-5202,no,yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,False,605.6,0.03069927068448272,62.980000000000004,0.03178463883429812,312,0.030677802446751397
3089,WV,70,510,348-3777,no,yes,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,False,450.69999999999993,0.022847029883580516,47.129999999999995,0.023785487905056687,236,0.023205004414850416
3090,SC,111,510,407-3949,no,no,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False,537.1,0.027226846573044368,44.61000000000001,0.022513698609051117,311,0.030579476156857965
3091,VA,117,408,363-4779,no,no,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,False,575.7,0.02918357023292058,49.55,0.025006809371855693,343,0.03372591743344785
3092,MS,68,415,340-2239,no,no,0,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,False,465.3,0.023587137796383436,40.88999999999999,0.020636295362566684,260,0.02556483537229283
3093,SD,27,510,359-3423,no,no,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,True,751.5,0.03809528058023244,74.91999999999999,0.037810497641562635,326,0.03205437050525947
3094,MN,91,415,382-9297,no,no,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,False,492.70000000000005,0.02497610744095878,47.620000000000005,0.02403278026816889,251,0.02467989876325193
